GRID,Name,CIND,Avox,ClientType,Explanation,CountryInc,Country,LOB,Cif Risk,Risk Rating,HasTransactions,NumberOfTransactions,Sources,MaxTradeDate,TotalAmount,AccountSources,Open Account Sources,AccountIds,Markets,HSI,Payments,GTRF,HSS,NumberofTransactions,NKYC_PROFILE_ID_LATEST,NKYC_STATUS_LATEST,NKYC_REQUEST_TYPE_LATEST,NKYC_RISK_RATING_LATEST,KYCS_NEXT_RENEWAL_DATE_LATEST,RM,Rec
4475720,cust2423,624686151,35164206,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,162,"GPS, KYCS, WDA",4/24/2020,4447325.06,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2312,no,no,yes,no,no,162,20183356,ACTIVE,Trigger,LOW,5/21/2022,Valencia James  ,"PMC,DDA,IMPACT TRADES"
72579,cust2424,732309908,3773603,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,68,"Impact Trades, KYCS",5/6/2020,336575546,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2313,yes,yes,no,no,no,68,20172954,EXPIRED,New Business - Remediation,LOW,7/29/2019,Desire Felch  ,"NFOS,CAL,FISC"
4422884,cust2425,100306536,34898612,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,16,"KYCS, WDA",4/23/2020,11302.72,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2314,no,no,yes,no,no,16,20182953,ACTIVE,Trigger,LOW,6/8/2022,Kayleigh Asuncion  ,"GPS,FISC,DDA"
25682743,cust2426,476335356,34866514,GBM Customers,Direct Customer,gbr,gbr,gbm,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2315,no,no,no,no,no,0,20202674,ACTIVE,Trigger,MEDIUM,3/29/2021,Andre Bushell,"GPS,WDA"
4115136,cust2427,101088783,30033420,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2316,no,no,no,no,no,0,35606,Client Pending Exit,Renewal,LOW,12/20/2018,Arron Burse  ,"IMPACT TRADES,FISC,WDA"
26157324,cust2428,938760150,39384721,GBM Customers,Direct Customer,usa,usa,gbm,h,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2317,no,no,no,no,no,0,20212570,ACTIVE,Trigger,LOW,2/24/2025,Harvey Pressnell  ,"IMPACT TRADES,FISC,WDA"
65567,cust2429,100043537,2598936,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,454,"Impact Trades, KYCS",5/14/2020,15431265498,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2318,yes,yes,no,no,no,454,20172861,EXPIRED,New Business - Remediation,LOW,7/26/2019,Earl Laberge,"HIE,NFOS,FITEK"
25454628,cust2430,871288148,36912942,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,yes,121,"GPS, KYCS, WDA",5/7/2020,2685391.88,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2319,no,no,yes,no,no,121,20193068,ACTIVE,Trigger,LOW,7/15/2023,Tyron Matousek  ,
4583644,cust2431,100505720,32248458,GBM Customers,Direct Customer,can,can,gbm,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2320,no,no,no,no,no,0,20203456,ACTIVE,Trigger,MEDIUM,8/31/2020,Freeman Napier  ,"GPS,WDA,FITEK"
382747,cust2432,342431790,16941668,GBM Customers,Direct Customer,usa,usa,gbm,,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2321,no,no,no,no,no,0,20202746,ACTIVE,New Business,LOW,4/26/2022,Leland Lish  ,"IMPACT TRADES,FISC,WDA"
4209860,cust2433,237723851,31011954,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,1722,"DDA, KYCS",4/28/2020,1.46E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2322,no,no,yes,no,no,1722,20182768,ACTIVE,New Business - Remediation,LOW,8/27/2022,Glen Montano  ,"IMPACT TRADES,FISC,ADP"
4118514,cust2434,319821447,34932253,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,1464,"KYCS, WDA",5/11/2020,110677318.2,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2323,no,no,yes,no,no,1464,20192854,ACTIVE,Renewal,LOW,12/2/2023,Tabetha Cuddy  ,"GPS,DDA"
1319542,cust2435,581539555,25332025,GBM Customers,Direct Customer,gbr,gbr,gbm,h,high,yes,295,"GPS, KYCS, WDA",5/13/2020,20198442.66,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2324,no,no,yes,no,no,295,20202867,EXPIRED,Trigger,HIGH,4/14/2020,Earnest Dunagan  ,"NFOS,IMPACT FIN"
4096070,cust2436,204277440,25756646,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,23,"Loan IQ, KYCS, WDA",2/7/2020,268815333.8,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2325,no,no,yes,no,yes,23,20192854,ACTIVE,New Business - Remediation,LOW,11/21/2023,Jacklyn Ricotta  ,"NFOS,CAL,IMPACT TRADES"
24898998,cust2437,35596448,35800508,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,232,"GPS, KYCS, WDA",5/7/2020,13999690.26,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2326,no,no,yes,no,no,232,20183371,ACTIVE,Trigger,LOW,10/1/2022,Clemencia Buchta  ,"NFOS,CAL,IMPACT TRADES"
1180144,cust2438,182788057,2374470,GBM Customers,Direct Customer,usa,usa,gbm,h,scc,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2327,no,no,no,no,no,0,20202872,PENDING-EXIT-NFB,Exit,SCC,11/2/2019,Zenobia Green  ,"IMPACT TRADES,FISC,WDA"
657451,cust2439,770660042,27650927,GBM Customers,Direct Customer,brb,brb,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2328,no,no,no,no,no,0,20182552,INACTIVE,New Business - Remediation,LOW,8/15/2022,Joey Ellinger  ,"IMPACT TRADES,FISC,FITEK"
4115274,cust2440,438067450,28167604,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2329,no,no,no,no,no,0,33428,Client Pending Exit,Renewal,LOW,7/8/2018,Alonzo Dunkin  ,"IMPACT TRADES,FISC,WDA"
996045,cust2441,370140377,3527948,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,69,"DDA, Hie, Loan IQ, KYCS",5/4/2020,43521510202,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2330,no,no,yes,yes,yes,69,20203262,EXPIRED,Trigger,LOW,3/3/2020,Cornelius Dearmond  ,"GPS,NFOS,WDA"
4114423,cust2442,13785664,15946232,GBM Customers,Direct Customer,bra,bra,gbm,m,medium,yes,89,"GPS, KYCS, WDA",5/5/2020,14482800.36,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2331,no,no,yes,no,no,89,20173560,EXPIRED,New Business - Remediation,MEDIUM,4/4/2019,Danilo Nading  ,"FISC,DDA,ADP"
4549738,cust2443,859726558,31169047,GBM Customers,Direct Customer,sgp,usa,gbm,s,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2332,no,no,no,no,no,0,20183249,ACTIVE,New Business - Remediation,MEDIUM,11/23/2021,Steve Mealey  ,"IMPACT TRADES,FISC,WDA"
2553843,cust2444,971992251,3528207,GBM Customers,Direct Customer,usa,usa,gbm,m,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2333,no,no,no,no,no,0,20202649,ACTIVE,Trigger,LOW,9/27/2020,Bobby Brumbelow  ,"IMPACT TRADES,FISC,WDA"
4118567,cust2445,305397989,30501096,GBM Customers,Direct Customer,hkg,hkg,gbm,m,medium,yes,9,"KYCS, WDA",11/5/2019,242613313.9,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2334,no,no,yes,no,no,9,20212466,ACTIVE,Trigger,MEDIUM,2/15/2021,Ronny Concepcion  ,"GPS,DDA"
4442774,cust2446,371973519,25063036,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2335,no,no,no,no,no,0,20183168,ACTIVE,New Business - Remediation,MEDIUM,7/5/2021,Cleo Hobgood  ,"IMPACT TRADES,FISC,WDA"
228312,cust2447,996379703,3199498,GBM Customers,Direct Customer,usa,usa,gbm,m,scc,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2336,no,no,no,no,no,0,20203352,ACTIVE,Renewal,SCC,3/27/2021,Sandi Sauls  ,"IMPACT TRADES,FISC,WDA"
1968522,cust2448,504065160,7965210,GBM Customers,Direct Customer,usa,usa,gbm,m,low,yes,840,"DDA, GPS, NFOS, KYCS",5/13/2020,955567738.2,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2337,yes,no,yes,no,no,840,20192467,ACTIVE,Renewal,LOW,3/10/2025,Teressa Veatch  ,"HIE,FITEK,WDA"
2644313,cust2449,100285680,8162036,GBM Customers,Direct Customer,usa,usa,gbm,h,scc,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2338,no,no,no,no,no,0,20173260,EXPIRED,New Business - Remediation,SCC,4/24/2018,Sharda Angevine  ,"IMPACT TRADES,FISC,WDA"
25675141,cust2450,835149436,364500,GBM Customers,Direct Customer,cym,ury,gbm,h,scc,yes,1532,"Impact Trades, NFOS, KYCS, TRT",5/14/2020,34009217679,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2339,yes,yes,no,no,no,1532,20193475,EXPIRED,New Business,SCC,2/11/2020,Taisha Clermont  ,"FISC,ROLFE NOLAN,ADP"
67353,cust2451,346839657,3200386,GBM Customers,Direct Customer,usa,usa,gbmi,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2340,no,no,no,no,no,0,20182568,EXPIRED,New Business,MEDIUM,6/19/2019,Richard Johnson,"IMPACT TRADES,FISC,WDA"
68276,cust2452,352559314,3201915,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,152,"DDA, GPS, Loan IQ, KYCS",4/30/2020,6.64E+11,CIF ISD,CIF,Acc1 Acc2 Acc3 Acc4 Acc2341,no,no,yes,no,yes,152,20202865,ACTIVE,Renewal,LOW,9/29/2020,Sina Lamers  ,"HIE,ADP,NFOS"
2615694,cust2453,892083878,5085825,GBM Customers,Direct Customer,che,che,gbm,m,medium,yes,60,"Hie, KYCS",3/12/2020,451496197.4,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2342,no,no,no,yes,no,60,20183464,ACTIVE,Trigger,MEDIUM,11/17/2019,Kam Ackley  ,"NFOS,IMPACT TRADES,CAL"
4136331,cust2454,100578462,25156252,GBM Customers,Direct Customer,usa,usa,gbmi,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2343,no,no,no,no,no,0,52743,Active,Renewal,LOW,7/5/2019,Amrita Singh,"IMPACT TRADES,FISC,WDA"
25844535,cust2455,850747433,38155404,GBM Customers,Direct Customer,usa,usa,gbm,,medium,yes,105,"GPS, KYCS, WDA",5/1/2020,4714279.58,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2344,no,no,yes,no,no,105,20202858,ACTIVE,New Business,MEDIUM,7/25/2021,Jonathan Parker,"ADP,IMPACT TRADES,LOAN IQ"
1793902,cust2457,999466818,25490241,GBM Customers,Direct Customer,deu,deu,gbm,,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2346,no,no,no,no,no,0,20203352,ACTIVE,New Business - Remediation,MEDIUM,11/28/2022,Deloise Marez  ,"IMPACT TRADES,FISC,FITEK"
2646865,cust2458,815419011,3782134,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,80,"Loan IQ, KYCS",3/16/2020,1.20E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2347,no,no,no,no,yes,80,20182675,EXPIRED,New Business - Remediation,MEDIUM,10/9/2019,Alan Amante  ,"HIE,NFOS,TDA"
4191971,cust2459,259811974,27745440,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2348,no,no,no,no,no,0,20173565,ACTIVE,New Business - Remediation,MEDIUM,7/2/2021,Shila Eyre  ,"IMPACT TRADES,FISC,WDA"
4052009,cust2460,721719496,16532756,GBM Customers,Direct Customer,arg,arg,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2349,no,no,no,no,no,0,20183163,ACTIVE,New Business - Remediation,LOW,5/21/2023,Makeda Hutson  ,"IMPACT TRADES,FISC,FITEK"
25442063,cust2461,267462693,37386860,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2350,no,no,no,no,no,0,20192952,ACTIVE,New Business - Remediation,LOW,10/21/2023,Brandie Pokorny  ,"IMPACT TRADES,FISC,WDA"
63631,cust2462,674943395,6220299,GBM Customers,Direct Customer,aut,aut,gbm,,low,yes,5808,"GPS, NFOS, KYCS",5/13/2020,38718900632,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2351,yes,no,yes,no,no,5808,20212759,ACTIVE,Trigger,LOW,5/6/2021,Loren Brizendine  ,"IMPACT TRADES,FISC,ADP"
4116832,cust2463,983889209,30588663,GBM Customers,Direct Customer,usa,usa,gbm,h,high,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2352,no,no,no,no,no,0,20182546,ACTIVE,Renewal (Scheduled),HIGH,10/29/2019,Kindra Lebrun  ,"IMPACT TRADES,FISC,WDA"
2446629,cust2464,42763373,25827965,GBM Customers,Direct Customer,nld,nld,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2353,no,no,no,no,no,0,49641,Active,Amendment,LOW,4/5/2019,Tyron Duford  ,"IMPACT TRADES,FISC,FITEK"
4284702,cust2465,375281775,32361144,GBM Customers,Direct Customer,irl,irl,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2354,no,no,no,no,no,0,20192959,ACTIVE,New Business - Remediation,MEDIUM,10/30/2021,Sherril Neufeld  ,"IMPACT TRADES,FISC,FITEK"
430362,CMBCust1,100497837,25482945,Non-GBM Customers Trading Markets Products,CMB,usa,usa,lcrp,l,low,yes,8540,"ADP, FISC, Impact Fin, Impact Trades, NFOS, KYCS",5/14/2020,1.80E+11,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,no,no,no,8540,20212565,ACTIVE,Renewal,SCC,4/27/2021,James Smith,"GPS,DDA,LOAN IQ"
25897663,CMBCust2,100669337,36132382,Non-GBM Customers Trading Markets Products,CMB,usa,usa,lcrp,m,medium,yes,75,"GPS, KYCS, WDA",5/8/2020,1634587.6,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,75,20192751,ACTIVE,Trigger,LOW,4/3/2022,Robert Williams,"NFOS,FISC,PMC"
26167412,CMBCust3,788938923,39452182,Non-GBM Customers Trading Markets Products,CMB,usa,usa,bbup,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20203056,ACTIVE,Renewal,MEDIUM,7/29/2020,Michael Wilson,"HIE,NFOS,IMPACT TRADES"
597236,CMBCust4,897700345,2584069,Non-GBM Customers Trading Markets Products,CMB,usa,usa,lcrp,h,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20202456,ACTIVE,Renewal,LOW,6/27/2022,Thomas Moore,"NFOS,FISC,PMC"
4228702,CMBCust5,737595861,31459732,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,m,medium,yes,109,"GPS, KYCS, WDA",12/10/2019,6950016.18,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,109,20192666,ACTIVE,Renewal,LOW,11/9/2023,Kevin Brown,"DDA,NFOS"
578495,CMBCust6,133902212,30754077,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20202667,ACTIVE,New Business,LOW,4/12/2022,Steven Anderson,"HIE,GPS,DDA"
66078,CMBCust7,116883770,30219384,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,h,high,yes,33,"DDA, GPS, KYCS",5/12/2020,20416702.68,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,33,20192749,ACTIVE,New Business - Remediation,LOW,10/23/2023,Lisa Lewis,"NFOS,WDA"
539625,CMBCust8,349482653,28179023,Non-GBM Customers Trading Markets Products,CMB,can,can,lcrp,l,low,yes,603,"Impact Trades, NFOS, KYCS",5/7/2020,16326740296,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,no,no,no,603,20203459,ACTIVE,Trigger,SCC,9/15/2020,Hellen Taylor,"HIE,GPS,DDA"
4277934,CMBCust9,892071583,12428076,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,l,low,yes,2481,"FISC, KYCS",4/1/2020,8145092,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,no,no,no,2481,20203263,ACTIVE,Trigger,LOW,6/14/2023,Kimberly Parker,"IMPACT TRADES,ROLFE NOLAN,PMC"
4475132,CMBCust10,699121844,29282007,Non-GBM Customers Trading Markets Products,CMB,can,can,lcrp,l,low,yes,280,"KYCS, WDA",11/5/2019,2127758733,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,280,20212468,ACTIVE,Trigger,MEDIUM,1/31/2022,Steven Anderson,"GPS,IMPACT FIN,IMPACT TRADES"
4184672,CMBCust11,240252346,26713299,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,l,low,yes,1,"Impact Trades, KYCS",6/13/2019,520625,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,no,no,no,1,20173452,DRAFT,Trigger,LOW,6/30/2020,Steven Anderson,"HIE,GPS,DDA"
782471,CMBCust12,325562371,30587101,Non-GBM Customers Trading Markets Products,CMB,usa,usa,bbup,m,medium,yes,12,"FITEK, KYCS",5/5/2020,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,yes,12,56509,Active,Amendment,MEDIUM,11/28/2018,James Smith,"HIE,NFOS,IMPACT TRADES"
229525,CMBCust13,538073221,9907744,Non-GBM Customers Trading Markets Products,CMB,usa,usa,lcrp,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20173349,EXPIRED,New Business - Remediation,LOW,9/18/2018,Steven Anderson,"NFOS,FISC,PMC"
64540,CMBCust14,349860706,8107844,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20203458,ACTIVE,New Business,LOW,11/19/2024,Steven Anderson,"HIE,GPS,DDA"
4407561,CMBCust15,975645189,34330010,Non-GBM Customers Trading Markets Products,CMB,hkg,hkg,lcrp,l,low,yes,7,"GPS, KYCS, WDA",11/13/2019,2041758.14,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,7,20182854,ACTIVE,New Business - Remediation,MEDIUM,12/21/2020,Kimberly Parker,DDA
4330360,CMBCust16,516033001,32606766,Non-GBM Customers Trading Markets Products,CMB,usa,usa,cre,l,low,yes,64,"ADP, FISC, Impact Trades, KYCS",3/13/2020,73807306,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,no,no,no,64,20173350,EXPIRED,Trigger,LOW,9/19/2019,Kimberly Parker,"GPS,DDA,SMT"
65821,CMBCust17,287165236,32759718,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,m,medium,yes,249,"Loan IQ, KYCS, WDA",5/14/2020,2.64E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,yes,249,20202546,DRAFT,Renewal (Scheduled),MEDIUM,6/20/2019,Kimberly Parker,"GPS,DDA,NFOS"
25129982,CMBCust18,255796931,36336894,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20192461,ACTIVE,New Business - Remediation,LOW,6/14/2023,Steven Anderson,"HIE,GPS,DDA"
25442138,CMBCust19,826689032,36890090,Non-GBM Customers Trading Markets Products,CMB,usa,usa,lcrp,m,medium,yes,1419,"GPS, KYCS, WDA",5/11/2020,912526056.7,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,1419,20192461,ACTIVE,New Business - Remediation,LOW,4/18/2023,James Smith,"DDA,NFOS,IMPACT TRADES"
4172192,CMBCust20,739906832,12660008,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,l,low,yes,149,"GPS, KYCS, WDA",4/28/2020,3778830.58,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,149,20182947,ACTIVE,New Business,LOW,7/10/2022,Hellen Taylor,"HIE,DDA,NFOS"
65765,CMBCust21,733755511,30741809,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,m,medium,yes,5400,"ADP, FISC, Impact Fin, Impact Trades, KYCS",5/14/2020,8220816546,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,no,no,no,5400,20173070,EXPIRED,New Business - Remediation,LOW,9/30/2019,Hellen Taylor,"NFOS,PMC,GPS"
4369663,CMBCust22,806346123,16960650,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,l,low,yes,83161,"GPS, KYCS, WDA",5/14/2020,42229480736,CIF ISD,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,83161,20203556,ACTIVE,Trigger,MEDIUM,5/13/2021,Hellen Taylor,"DDA,NFOS,TDA"
4131783,CMBCust23,549269929,2459724,Non-GBM Customers Trading Markets Products,CMB,usa,usa,lcrp,l,low,yes,4,"FISC, KYCS",3/20/2020,720000,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc5,yes,yes,no,no,no,4,20192552,ACTIVE,New Business,LOW,4/24/2023,Hellen Taylor,"GPS,PMC,NFOS"
64288,CMBCust24,245752179,2607330,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,m,medium,yes,103,"GPS, KYCS, WDA",5/13/2020,54314284.46,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,103,20183557,ACTIVE,New Business,MEDIUM,4/28/2021,Hellen Taylor,"DDA,NFOS"
4236396,CMBCust25,123595868,31061215,Non-GBM Customers Trading Markets Products,CMB,usa,usa,crez,l,low,yes,1,"KYCS, WDA",3/12/2020,220,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,yes,no,no,1,20202452,ACTIVE,Renewal,HIGH,6/21/2020,Hellen Taylor,"GPS,FISC,DDA"
26113188,CMBCust26,100988585,39133373,Non-GBM Customers Trading Markets Products,CMB,usa,usa,cre,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20212564,ACTIVE,New Business,LOW,2/25/2025,Hellen Taylor,"IMPACT TRADES,FISC,WDA"
64766,CMBCust27,1561311,30675301,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20193076,ACTIVE,Trigger,MEDIUM,5/29/2021,Robert Williams,"HIE,GPS,DDA"
4190582,CMBCust28,780921437,30882103,Non-GBM Customers Trading Markets Products,CMB,usa,usa,bbup,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20193367,ACTIVE,New Business - Remediation,MEDIUM,10/17/2022,Robert Williams,"HIE,NFOS,IMPACT TRADES"
4358910,CMBCust29,899814442,28103966,Non-GBM Customers Trading Markets Products,CMB,usa,usa,mme,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20182468,EXPIRED,New Business,MEDIUM,5/23/2019,Robert Williams,"HIE,GPS,DDA"
25515959,CMBCust30,100050899,37149462,Non-GBM Customers Trading Markets Products,CMB,esp,esp,lcrp,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc5,no,no,no,no,no,0,20193573,ACTIVE,Trigger,LOW,8/29/2023,Robert Williams,"FISC,PMC,WDA"
436318,CMBCust31,100496726,25480633,Non-GBM Customers Trading Markets Products,CMB,usa,usa,lcrp,l,,yes,380,"ADP, GPS, Loan IQ",5/13/2020,46060346672,ISD,ISD,"CMAC11, CMAC23, CMAC34, CMAC90",yes,yes,yes,no,yes,380,20345645,ACTIVE,Renewal,MEDIUM,10/30/2021,Robert Williams,"HIE,NFOS,SMT"
25903619,CMBCust32,100668226,36130070,Non-GBM Customers Trading Markets Products,CMB,usa,usa,lcrp,m,,yes,122,"Impact Fin, Impact Trades",3/30/2020,4358958227,ISD,ISD,"CMAC11, CMAC23, CMAC34, CMAC91",yes,yes,no,no,no,122,20345646,ACTIVE,Trigger,LOW,4/27/2021,Robert Williams,"GPS,SMT,WDA"
69901,CMBCust33,238619223,5130095,Non-GBM Customers Trading Markets Products,Other,usa,usa,mme,s,,yes,2398,"GPS, Loan IQ, NFOS",5/14/2020,35288729108,CIF ISD,CIF ISD,"CMAC11, CMAC23, CMAC34, CMAC92",yes,no,yes,no,yes,2398,20345647,ACTIVE,Renewal,LOW,4/3/2022,Sharda Angevine  ,"IMPACT TRADES,FISC,PMC"
26173368,CMBCust34,788937812,39449870,Non-GBM Customers Trading Markets Products,CMB,usa,usa,bbup,m,,yes,28,GPS,5/11/2020,5749519.09,CIF ISD,CIF ISD,"CMAC11, CMAC23, CMAC34, CMAC93",no,no,yes,no,no,28,20345648,ACTIVE,Renewal,LOW,7/29/2020,Robert Williams,"DDA,FITEK"
603192,CMBCust35,897699234,2581757,Non-GBM Customers Trading Markets Products,CMB,usa,usa,lcrp,m,,yes,201,"ADP, Loan IQ",3/19/2020,44402919358,ISD,ISD,"CMAC11, CMAC23, CMAC34, CMAC94",yes,yes,no,no,yes,201,20345649,ACTIVE,Renewal,LOW,6/27/2022,Robert Williams,"HIE,GPS,NFOS"
